energy_au,total_recorded_SI,n1_l0_m+0,n2_l0_m+0,n2_l1_m-1,n2_l1_m+0,n2_l1_m+1
2.929999999999999827e-01,8.398060338403351079e-11,4.140430659135862363e-11,6.728606748732472878e-17,2.315618396473590706e-17,1.157846979576337052e-17,4.257619477195363727e-11
2.939999999999999836e-01,8.476681037540339896e-11,4.145090946921272013e-11,1.962254195365722258e-17,3.703460850661596517e-18,1.852598683538705144e-18,4.331587572758918696e-11
2.949999999999999845e-01,8.541074273401878292e-11,4.131877396057725937e-11,2.305171131223555398e-17,1.727498427270476590e-18,8.629933293229524598e-19,4.409194313123845019e-11
2.959999999999999853e-01,8.648881912572398268e-11,4.159064139618290779e-11,7.413702252692489641e-17,1.877753174132719998e-17,9.391151418143843107e-18,4.489807542383538569e-11
2.969999999999999862e-01,8.832526640233358119e-11,4.260555217702554316e-11,1.377356155858661599e-16,4.352557023722133156e-17,2.177341454437375705e-17,4.571951119070766668e-11
2.979999999999999871e-01,9.076613529578369454e-11,4.422006693931588163e-11,1.711687835175079501e-16,5.926618679006711405e-17,2.965001571432631528e-17,4.654580827148179544e-11
2.989999999999999880e-01,9.326790182612148676e-11,4.588905524636097241e-11,1.526109228439031823e-16,5.525475604462296440e-17,2.764127179055942571e-17,4.737861107280983497e-11
2.999999999999999889e-01,9.525134663500005634e-11,4.702262716817197778e-11,9.459977137285588162e-17,3.415946017288951257e-17,1.708216770520281542e-17,4.822857362542882612e-11
3.009999999999999898e-01,9.649197578141920121e-11,4.738655973315490974e-11,3.446442498011883305e-17,1.038682313706475525e-17,5.187250322441896717e-18,4.910536600976584872e-11
3.019999999999999907e-01,9.728605542515962743e-11,4.727558169371219562e-11,9.609101253970639435e-18,2.642309900589656282e-19,1.351905085556448034e-19,5.001046372292467399e-11
3.029999999999999916e-01,9.827272939173154692e-11,4.733330394850601056e-11,3.570817042876503343e-17,1.076989283131642312e-17,5.423434279148520423e-18,5.093937354172798960e-11
3.039999999999999925e-01,1.000191360327171125e-10,4.812793782202228607e-11,1.030987942774455991e-16,3.464549395344598624e-17,1.741849062942791203e-17,5.189104304791596443e-11
3.049999999999999933e-01,1.026384359171406548e-10,4.976282908564577913e-11,1.931731903083673635e-16,5.537779801555712507e-17,2.784856745883117161e-17,5.287533043193909303e-11
3.059999999999999942e-01,1.056985491196343339e-10,5.178765894477834209e-11,3.019530684391770153e-16,5.865028987562838545e-17,2.953561811267749503e-17,5.391050003587956224e-11
